bill_id,date,chamber,sequence,action
1953407,2025-02-12,Senate,4,"Subcommittee Meeting: 02/18/2025 9:30AM Room 217 Conference Room."
1953407,2025-02-18,Senate,5,"Subcommittee recommends amendment and passage."
1953407,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 391."
1953444,2025-02-04,Senate,1,"By COMMITTEE ON HEALTH AND HUMAN SERVICES"
1953444,2025-02-04,Senate,2,"Introduced, referred to Health and Human Services."
1953444,2025-02-04,Senate,3,"Subcommittee: Warme, Alons, and Trone Garriott."
1953444,2025-02-10,Senate,4,"Subcommittee Meeting: 02/11/2025 2:00PM Lobbyist Lounge."
1953444,2025-02-11,Senate,5,"Subcommittee recommends passage."
1953444,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 385."
1953481,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953481,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953481,2025-02-04,Senate,3,"Subcommittee: Koelker, Townsend, and Webster."
1953481,2025-02-17,Senate,4,"Subcommittee Meeting: 02/18/2025 11:30AM Lobbyist Lounge."
1953481,2025-02-18,Senate,5,"Subcommittee recommends passage."
1953481,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 388."
1953523,2025-02-04,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1953523,2025-02-04,Senate,2,"Introduced, referred to Natural Resources and Environment."
1953523,2025-02-04,Senate,3,"Subcommittee: Sweeney, Celsi, and Rozenboom."
1953523,2025-02-04,Senate,4,"Subcommittee Meeting: 02/06/2025 9:30AM Senate Lounge."
1953523,2025-02-06,Senate,5,"Subcommittee recommends passage."
1953523,2025-02-10,Senate,6,"Committee report approving bill, renumbered as SF 253."
1953561,2025-02-04,Senate,1,"By COMMITTEE ON EDUCATION"
1953561,2025-02-04,Senate,2,"Introduced, referred to Education."
1953561,2025-02-05,Senate,3,"Subcommittee: Evans, Gruenhagen, and Quirmbach."
1953561,2025-02-17,Senate,4,"Subcommittee Meeting: 02/18/2025 12:00PM Room 217 Conference Room."
1953561,2025-02-18,Senate,5,"Subcommittee recommends amendment and passage."
1953561,2025-02-25,Senate,6,"Committee report approving bill, renumbered as SF 450."
1953602,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953602,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953602,2025-02-04,Senate,3,"Subcommittee: Koelker, Townsend, and Webster."
1953602,2025-02-17,Senate,4,"Subcommittee Meeting: 02/18/2025 10:30AM Lobbyist Lounge."
1953602,2025-02-18,Senate,5,"Subcommittee recommends passage."
1953602,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 389."
1953646,2025-02-04,Senate,1,"By COMMITTEE ON HEALTH AND HUMAN SERVICES"
1953646,2025-02-04,Senate,2,"Introduced, referred to Health and Human Services."
1953646,2025-02-04,Senate,3,"Subcommittee: Campbell, Pike, and Wahls."
1953646,2025-02-04,Senate,4,"Subcommittee Meeting: 02/06/2025 9:15AM Room 315."
1953646,2025-02-06,Senate,5,"Subcommittee recommends passage."
1953646,2025-02-12,Senate,6,"Committee report approving bill, renumbered as SF 305."
1953690,2025-02-04,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1953690,2025-02-04,Senate,2,"Introduced, referred to Natural Resources and Environment."
1953690,2025-02-04,Senate,3,"Subcommittee: Sweeney, Trone Garriott, and Zumbach."
1953690,2025-02-04,Senate,4,"Subcommittee Meeting: 02/05/2025 12:00PM Room 315."
1953690,2025-02-05,Senate,5,"Subcommittee recommends passage."
1953690,2025-02-24,Senate,6,"Committee report approving bill, renumbered as SF 422."
1953730,2025-02-04,Senate,1,"Introduced, placed on calendar. S.J. 187."
1953730,2025-02-04,Senate,2,"Committee report, approving bill. S.J. 198."
1953730,2025-02-06,Senate,3,"Referred to Ways and Means. S.J. 205."
1953730,2025-02-11,Senate,4,"Subcommittee: Klimesh, Gruenhagen, and Petersen. S.J. 243."
1953730,2025-03-03,Senate,5,"Subcommittee reassigned: Gruenhagen, Klimesh, and Petersen. S.J. 392."
1953730,2025-03-12,Senate,6,"Subcommittee Meeting: 03/13/2025 1:00PM Room 217 Conference Room."
1953730,2025-03-13,Senate,7,"Subcommittee recommends passage."
1953730,2025-03-19,Senate,8,"Committee report approving bill, renumbered as SF 611. S.J. 590."
1953767,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953767,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953767,2025-02-04,Senate,3,"Subcommittee: Rozenboom, Celsi, and Schultz."
1953767,2025-02-10,Senate,4,"Subcommittee Meeting: 02/11/2025 10:30AM Room 217 Conference Room."
1953767,2025-02-11,Senate,5,"Subcommittee recommends passage."
1953767,2025-02-12,Senate,6,"Committee report approving bill, renumbered as SF 295."
1953807,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953807,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953807,2025-02-04,Senate,3,"Subcommittee: Driscoll, Bisignano, and Green."
1953807,2025-02-06,Senate,4,"Subcommittee Meeting: 02/13/2025 11:30AM Room 217 Conference Room."
1953807,2025-02-13,Senate,5,"Subcommittee recommends passage."
1953807,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 387."
1953851,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953851,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953851,2025-02-04,Senate,3,"Subcommittee: Rozenboom, Bousselot, and Staed."
1953851,2025-02-06,Senate,4,"Subcommittee Meeting: 02/11/2025 3:00PM Room 217 Conference Room."
1953851,2025-02-11,Senate,5,"Subcommittee recommends amendment and passage."
1953851,2025-02-12,Senate,6,"Committee report approving bill, renumbered as SF 297."
1953892,2025-02-04,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1953892,2025-02-04,Senate,2,"Introduced, referred to Natural Resources and Environment."
1953892,2025-02-04,Senate,3,"Subcommittee: Sweeney, Celsi, and Zumbach."
1953892,2025-02-04,Senate,4,"Subcommittee Meeting: 02/05/2025 1:30PM Senate Lounge."
1953892,2025-02-05,Senate,5,"Subcommittee recommends passage."
1953892,2025-02-10,Senate,6,"Committee report approving bill, renumbered as SF 260."
1953932,2025-02-04,Senate,1,"By COMMITTEE ON TRANSPORTATION"
1953932,2025-02-04,Senate,2,"Introduced, referred to Transportation."
1953932,2025-02-04,Senate,3,"Subcommittee: Klimesh, Bisignano, and Koelker."
1953932,2025-02-11,Senate,4,"Subcommittee reassigned: Klimesh, Blake, and Koelker."
1953967,2025-02-04,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1953967,2025-02-04,Senate,2,"Introduced, referred to State Government."
1953967,2025-02-04,Senate,3,"Subcommittee: Guth, Alons, and Blake."
1953967,2025-02-04,Senate,4,"Subcommittee Meeting: 02/05/2025 3:30PM Room 217 Conference Room."
1953967,2025-02-06,Senate,5,"Subcommittee recommends passage."
1953967,2025-02-12,Senate,6,"Committee report approving bill, renumbered as SF 307."
1953985,2025-02-04,Senate,1,"Introduced, referred to Ways and Means. S.J. 188."
1953985,2025-02-11,Senate,2,"Subcommittee: Schultz, Bisignano, and Dawson. S.J. 243."
1954026,2025-02-04,Senate,1,"By COMMITTEE ON JUDICIARY"
1954026,2025-02-04,Senate,2,"Introduced, referred to Judiciary."
1954026,2025-02-04,Senate,3,"Subcommittee: Dawson, Petersen, and Shipley."
1954026,2025-02-10,Senate,4,"Subcommittee Meeting: 02/12/2025 12:30PM Room 217 Conference Room."
1954026,2025-02-12,Senate,5,"Subcommittee recommends passage."
1954026,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 392."
1954072,2025-02-04,Senate,1,"Introduced, referred to Education. S.J. 189."
1954072,2025-02-10,Senate,2,"Subcommittee: Pike, Quirmbach, and Salmon."
1954072,2025-02-12,Senate,3,"Subcommittee Meeting: 02/13/2025 11:30AM Senate Lounge."
1954072,2025-02-13,Senate,4,"Subcommittee recommends passage."
1954117,2025-02-04,Senate,1,"By COMMITTEE ON JUDICIARY"
1954117,2025-02-04,Senate,2,"Introduced, referred to Judiciary."
1954117,2025-02-04,Senate,3,"Subcommittee: Dawson, Petersen, and Shipley."
1954117,2025-02-17,Senate,4,"Subcommittee Meeting: 02/19/2025 11:30AM Senate Lounge."
1954117,2025-02-19,Senate,5,"Subcommittee recommends amendment and passage."
1954117,2025-03-06,Senate,6,"Committee report approving bill, renumbered as SF 583."
1954165,2025-02-04,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1954165,2025-02-04,Senate,2,"Introduced, referred to Local Government."
1954165,2025-02-04,Senate,3,"Subcommittee: Webster, Lofgren, and Weiner."
1954165,2025-02-11,Senate,4,"Subcommittee Meeting: 02/12/2025 1:30PM Senate Lounge."
1954165,2025-02-12,Senate,5,"Subcommittee recommends amendment and passage."
1954165,2025-02-12,Senate,6,"Committee report approving bill, renumbered as []."
1954212,2025-02-04,Senate,1,"Introduced, referred to Workforce. S.J. 187."
1954212,2025-02-05,Senate,2,"Subcommittee: Driscoll, Donahue, and Sires. S.J. 203."
1954260,2025-02-04,Senate,1,"Introduced, placed on calendar. S.J. 189."
1954260,2025-02-04,Senate,2,"Committee report, approving bill. S.J. 197."
1954260,2025-06-16,Senate,3,"Referred to Education. S.J. 1057."
1954308,2025-02-04,Senate,1,"Introduced, referred to Judiciary. S.J. 187."
1954308,2025-02-04,Senate,2,"Subcommittee: Schultz, Blake, and Bousselot. S.J. 195."
1954356,2025-02-04,Senate,1,"Introduced, referred to Natural Resources and Environment. S.J. 188."
1954356,2025-02-05,Senate,2,"Subcommittee: Evans, De Witt, and Trone Garriott. S.J. 203."
1954404,2025-02-04,Senate,1,"Introduced, placed on calendar. S.J. 189."
1954404,2025-02-04,Senate,2,"Committee report, approving bill. S.J. 197."
1954404,2025-02-06,Senate,3,"Referred to Ways and Means. S.J. 205."
1954404,2025-02-11,Senate,4,"Subcommittee: Dawson, Bisignano, and Rowley. S.J. 243."
1954452,2025-02-04,Senate,1,"Introduced, referred to Education. S.J. 187."
1954452,2025-02-10,Senate,2,"Subcommittee: Rozenboom, Donahue, and Kraayenbrink."
1954495,2025-02-04,Senate,1,"Introduced, referred to Commerce. S.J. 188."
1954495,2025-02-05,Senate,2,"Subcommittee: Sweeney, Koelker, and Petersen. S.J. 203."
1954495,2025-02-10,Senate,3,"Subcommittee Meeting: 02/11/2025 1:30PM Senate Lounge."
1954495,2025-02-11,Senate,4,"Subcommittee recommends passage."
1954551,2025-02-04,Senate,1,"Introduced, referred to Health and Human Services. S.J. 188."
1954551,2025-02-11,Senate,2,"Subcommittee: Klimesh, Costello, and Petersen. S.J. 243."
1954599,2025-02-04,Senate,1,"Introduced, referred to Education. S.J. 188."
1954599,2025-02-10,Senate,2,"Subcommittee: Rozenboom, Donahue, and Kraayenbrink."
1954647,2025-02-04,Senate,1,"Introduced, referred to State Government. S.J. 188."
1954647,2025-02-05,Senate,2,"Subcommittee: Alons, Celsi, and Guth. S.J. 203."
1954647,2025-02-06,Senate,3,"Subcommittee Meeting: 02/10/2025 3:30PM Room 217 Conference Room."
1954647,2025-02-10,Senate,4,"Subcommittee recommends passage."
1954647,2025-03-06,Senate,5,"Committee report approving bill, renumbered as SF 563. S.J. 442."
1954697,2025-02-04,Senate,1,"By COMMITTEE ON JUDICIARY"
1954697,2025-02-04,Senate,2,"Introduced, referred to Judiciary."
1954697,2025-02-04,Senate,3,"Subcommittee: Dawson, Petersen, and Shipley."
1954697,2025-02-10,Senate,4,"Subcommittee Meeting: 02/12/2025 12:00PM Room 217 Conference Room."
1954697,2025-02-12,Senate,5,"Subcommittee recommends passage."
1954697,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 395."
1954744,2025-02-04,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1954744,2025-02-04,Senate,2,"Introduced, referred to Natural Resources and Environment."
1954744,2025-02-04,Senate,3,"Subcommittee: Westrich, Staed, and Sweeney."
1954744,2025-02-06,Senate,4,"Subcommittee Meeting: 02/10/2025 3:00PM Room 217 Conference Room."
1954744,2025-02-10,Senate,5,"Subcommittee recommends passage."
1954744,2025-02-17,Senate,6,"Committee report approving bill, renumbered as SF 338."
1954793,2025-02-04,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1954793,2025-02-04,Senate,2,"Introduced, referred to Local Government."
1954793,2025-02-04,Senate,3,"Subcommittee: Westrich, Quirmbach, and Webster."
1954793,2025-02-25,Senate,4,"Subcommittee Meeting: 02/26/2025 9:30AM Room 217 Conference Room."
1954793,2025-03-03,Senate,5,"Subcommittee recommends passage."
1954793,2025-03-03,Senate,6,"Committee report approving bill, renumbered as SF 496."
1954839,2025-02-04,Senate,1,"By COMMITTEE ON JUDICIARY"
1954839,2025-02-04,Senate,2,"Introduced, referred to Judiciary."
1954839,2025-02-04,Senate,3,"Subcommittee: Dawson, Petersen, and Shipley."
1954839,2025-02-17,Senate,4,"Subcommittee Meeting: 02/18/2025 3:30PM Senate Lounge."
1954839,2025-02-18,Senate,5,"Subcommittee recommends passage."
1954839,2025-02-26,Senate,6,"Committee report approving bill, renumbered as SF 461."
1954888,2025-02-04,Senate,1,"Introduced, referred to Ways and Means. S.J. 188."
1954888,2025-02-11,Senate,2,"Subcommittee: Schultz, Driscoll, and Townsend. S.J. 243."
1954934,2025-02-04,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1954934,2025-02-04,Senate,2,"Introduced, referred to Natural Resources and Environment."
1954934,2025-02-24,Senate,3,"Subcommittee: Sweeney, Bennett, and Shipley."
1954980,2025-02-04,Senate,1,"By COMMITTEE ON EDUCATION"
1954980,2025-02-04,Senate,2,"Introduced, referred to Education."
1954980,2025-02-05,Senate,3,"Subcommittee: Evans, Pike, and Quirmbach."
1954980,2025-02-18,Senate,4,"Subcommittee Meeting: 02/19/2025 3:30PM Room 217 Conference Room."
1954980,2025-02-20,Senate,5,"Subcommittee recommends passage."
1954980,2025-02-25,Senate,6,"Committee report approving bill, renumbered as SF 442."
1955039,2025-02-04,Senate,1,"Introduced, referred to Transportation. S.J. 190."
1955039,2025-02-10,Senate,2,"Subcommittee: Klimesh, Townsend, and Zumbach. S.J. 218."
1955123,2025-02-04,Senate,1,"Introduced, referred to Commerce. S.J. 189."
1955123,2025-02-05,Senate,2,"Subcommittee: Schultz, Rowley, and Trone Garriott. S.J. 203."
1955214,2025-02-04,Senate,1,"Introduced, referred to Technology. S.J. 189."
1955214,2025-02-06,Senate,2,"Subcommittee: Alons, Bennett, and Campbell. S.J. 210."
1955214,2025-02-06,Senate,3,"Subcommittee Meeting: 02/10/2025 12:30PM Room 217 Conference Room."
1955214,2025-02-10,Senate,4,"Subcommittee recommends passage."
1955214,2025-02-26,Senate,5,"Committee report approving bill, renumbered as SF 443. S.J. 371."
1955306,2025-02-04,Senate,1,"Introduced, referred to Judiciary. S.J. 189."
1955306,2025-02-06,Senate,2,"Subcommittee: Schultz, Blake, and Bousselot. S.J. 210."
1955306,2025-02-25,Senate,3,"Subcommittee reassigned: Reichman, Blake, and Lofgren. S.J. 356."
1955306,2025-02-26,Senate,4,"Subcommittee Meeting: 03/04/2025 9:30AM Senate Lounge."
1955306,2025-03-04,Senate,5,"Subcommittee recommends passage."
1955398,2025-02-04,Senate,1,"Introduced, referred to State Government. S.J. 189."
1955398,2025-02-05,Senate,2,"Subcommittee: Rozenboom, Schultz, and Townsend. S.J. 203."
1955490,2025-02-04,Senate,1,"Introduced, placed on calendar. S.J. 190."
1955490,2025-02-04,Senate,2,"Committee report, approving bill. S.J. 198."
1955490,2025-03-11,Senate,3,"Fiscal note."
1955490,2025-03-19,Senate,4,"Attached to HF 190. S.J. 570."
1955490,2025-04-03,Senate,5,"Placed on calendar under unfinished business. S.J. 688."
1955490,2025-04-15,Senate,6,"Amendment S-3102 filed, adopted. S.J. 784."
1955490,2025-04-15,Senate,7,"HF 190 substituted. S.J. 784."
1955490,2025-04-15,Senate,8,"Withdrawn. S.J. 785."
1956104,2025-02-05,House,1,"By COMMITTEE ON PUBLIC SAFETY"
1956104,2025-02-05,House,2,"Introduced, referred to Public Safety. H.J. 182."
1956104,2025-02-05,House,3,"Subcommittee: Vondran, Gosa and Holt. H.J. 184."
1956104,2025-02-10,House,4,"Subcommittee Meeting: 02/12/2025 8:00AM House Lounge 2."
1956104,2025-02-12,House,5,"Subcommittee recommends passage."
1956104,2025-02-19,House,6,"Committee report, recommending passage. H.J. 368."
1956104,2025-02-19,House,7,"Committee vote: Yeas, 15. Nays, 5. Excused, 3. H.J. 368."
1956104,2025-02-20,House,8,"Committee report approving bill, renumbered as HF 546."
1956167,2025-02-05,Senate,1,"Introduced, placed on calendar. S.J. 201."
1956167,2025-02-05,Senate,2,"Committee report, approving bill. S.J. 204."
1956167,2025-03-17,Senate,3,"Attached to HF 776. S.J. 541."
1956167,2025-04-03,Senate,4,"Placed on calendar under unfinished business. S.J. 688."
1956167,2025-04-16,Senate,5,"HF 776 substituted. S.J. 811."
1956167,2025-04-16,Senate,6,"Withdrawn. S.J. 812."
1956240,2025-02-05,House,1,"Introduced, referred to Ways and Means. H.J. 181."
1956240,2025-02-20,House,2,"Subcommittee: Vondran, Scheetz and Wulf. H.J. 406."
1956240,2025-02-20,House,3,"Subcommittee Meeting: 02/24/2025 12:00PM House Lounge 2."
1956240,2025-02-24,House,4,"Subcommittee recommends passage."
1956306,2025-02-05,Senate,1,"Introduced, placed on calendar. S.J. 201."
1956306,2025-02-05,Senate,2,"Committee report, approving bill. S.J. 204."
1956306,2025-02-18,Senate,3,"Passed Senate, yeas 46, nays 0. S.J. 290."
1956306,2025-02-18,Senate,4,"Immediate message. S.J. 292."
1956306,2025-02-19,House,5,"Message from Senate. H.J. 356."
1956306,2025-02-20,House,6,"Read first time, passed on file. H.J. 378."
1956306,2025-03-12,House,7,"Substituted for HF 399. H.J. 626."
1956306,2025-03-12,House,8,"Passed House, yeas 96, nays 0. H.J. 626."
1956306,2025-03-19,House,9,"Explanation of vote. H.J. 751."
1956306,2025-03-12,House,10,"Immediate message. H.J. 635."
1956306,2025-03-13,Senate,11,"Message from House. S.J. 509."
1956306,2025-05-19,Senate,12,"Reported correctly enrolled, signed by President and Speaker, and sent to Governor. S.J. 1050."
1956306,2025-05-19,Senate,13,"Signed by Governor. S.J. 1051."
1956372,2025-02-05,House,1,"Introduced, referred to Health and Human Services. H.J. 181."
1956443,2025-02-05,House,1,"By COMMITTEE ON COMMERCE"
1956443,2025-02-05,House,2,"Introduced, referred to Commerce. H.J. 182."
1956443,2025-02-05,House,3,"Subcommittee: Lundgren, Judge and Young. H.J. 184."
1956443,2025-02-11,House,4,"Subcommittee Meeting: 02/17/2025 12:00PM RM 103."
1956443,2025-02-17,House,5,"Subcommittee recommends passage."
1956443,2025-02-18,House,6,"Committee report, recommending amendment and passage. H.J. 352."
1956443,2025-02-18,House,7,"Committee vote: Yeas, 16. Nays, 6. Excused, 1. H.J. 352."
1956443,2025-03-07,House,8,"Committee report approving bill, renumbered as HF 834."
1956514,2025-02-05,House,1,"By COMMITTEE ON COMMERCE"
1956514,2025-02-05,House,2,"Introduced, referred to Commerce. H.J. 182."
1956514,2025-02-05,House,3,"Subcommittee: Nordman, Bossman and Scheetz. H.J. 184."
1956514,2025-02-06,House,4,"Subcommittee Meeting: 02/11/2025 12:30PM House Lounge."
1956514,2025-02-11,House,5,"Subcommittee recommends passage."
1956514,2025-02-18,House,6,"Committee report, recommending passage. H.J. 352."
1956514,2025-02-18,House,7,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 352."
1956514,2025-02-20,House,8,"Committee report approving bill, renumbered as HF 512."
1956594,2025-02-05,Senate,1,"Introduced, referred to Appropriations. S.J. 201."
1956594,2025-02-11,Senate,2,"Subcommittee: Costello, Blake, and Zumbach. S.J. 243."
1956657,2025-02-05,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1956657,2025-02-05,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 182."
1956657,2025-02-05,House,3,"Subcommittee: Barker, Kniff McCulla and Scholten. H.J. 184."
1956657,2025-02-10,House,4,"Subcommittee Meeting: 02/12/2025 12:45PM RM 304."
1956657,2025-02-12,House,5,"Subcommittee recommends passage."
1956726,2025-02-05,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1956726,2025-02-05,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 182."
1956726,2025-02-05,House,3,"Subcommittee: Sorensen, Ehlert and Sitzmann. H.J. 184."
1956726,2025-02-06,House,4,"Subcommittee Meeting: 02/11/2025 12:30PM RM 19."
1956726,2025-02-11,House,5,"Subcommittee recommends passage."
1956797,2025-02-05,Senate,1,"Introduced, referred to Health and Human Services. S.J. 202."
1956797,2025-02-11,Senate,2,"Subcommittee: Klimesh, Costello, and Trone Garriott. S.J. 243."
1956864,2025-02-05,House,1,"By COMMITTEE ON AGRICULTURE"
1956864,2025-02-05,House,2,"Introduced, referred to Agriculture. H.J. 183."
1956864,2025-02-05,House,3,"Subcommittee: Sexton, Behn and Cooling. H.J. 184."
1956864,2025-02-06,House,4,"Subcommittee Meeting: 02/11/2025 12:00PM RM 304."
1956864,2025-02-11,House,5,"Subcommittee recommends passage."
1956864,2025-03-03,House,6,"Committee report, recommending passage. H.J. 504."
1956864,2025-03-03,House,7,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 504."
1956864,2025-03-05,House,8,"Committee report approving bill, renumbered as HF 800."
1956934,2025-02-05,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1956934,2025-02-05,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 183."
1956934,2025-02-05,House,3,"Subcommittee: Sorensen, Wichtendahl and Wood. H.J. 184."
1956934,2025-02-06,House,4,"Subcommittee Meeting: 02/12/2025 12:30PM House Lounge 2."
1956934,2025-02-12,House,5,"Subcommittee recommends passage."
1957001,2025-02-05,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1957001,2025-02-05,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 182."
1957001,2025-02-05,House,3,"Subcommittee: Sexton, Madison and Weldon. H.J. 184."
1957071,2025-02-05,Senate,1,"By COMMITTEE ON COMMERCE"
1957071,2025-02-05,Senate,2,"Introduced, referred to Commerce."
1957071,2025-02-05,Senate,3,"Subcommittee: Rowley, De Witt, and Knox."
1957071,2025-02-10,Senate,4,"Subcommittee Meeting: 02/13/2025 9:30AM Room 217 Conference Room."
1957071,2025-02-13,Senate,5,"Subcommittee recommends amendment and passage."
1957071,2025-02-20,Senate,6,"Committee report approving bill, renumbered as SF 398."
1957140,2025-02-05,Senate,1,"Introduced, referred to Commerce. S.J. 201."
1957140,2025-02-05,Senate,2,"Subcommittee: Driscoll, Trone Garriott, and Webster. S.J. 203."
1957210,2025-02-05,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1957210,2025-02-05,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 182."
1957210,2025-02-05,House,3,"Subcommittee: Sorensen, Baeth and Moore, T. H.J. 184."
1957210,2025-02-06,House,4,"Subcommittee Meeting: 02/12/2025 12:00PM RM 19."
1957210,2025-02-12,House,5,"Subcommittee recommends passage."
1957210,2025-02-19,House,6,"Committee report, recommending passage. H.J. 364."
1957210,2025-02-19,House,7,"Committee vote: Yeas, 21. Nays, 0. H.J. 364."
1957210,2025-02-20,House,8,"Committee report approving bill, renumbered as HF 533."
1957277,2025-02-05,House,1,"By COMMITTEE ON AGRICULTURE"
1957277,2025-02-05,House,2,"Introduced, referred to Agriculture. H.J. 183."
1957277,2025-02-05,House,3,"Subcommittee: Mommsen, Scholten and Sexton. H.J. 184."
1957277,2025-02-06,House,4,"Subcommittee Meeting: 02/11/2025 8:00AM RM 304."
1957277,2025-02-11,House,5,"Subcommittee recommends amendment and passage."
1957277,2025-02-18,House,6,"Committee report, recommending amendment and passage. H.J. 351."
1957277,2025-02-18,House,7,"Committee vote: Yeas, 21. Nays, 1. Excused, 1. H.J. 351."
1957277,2025-02-20,House,8,"Committee report approving bill, renumbered as HF 508."
1957348,2025-02-05,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1957348,2025-02-05,Senate,2,"Introduced, referred to Local Government."
1957348,2025-02-05,Senate,3,"Subcommittee: Westrich, Sires, and Weiner."
1957348,2025-02-11,Senate,4,"Subcommittee Meeting: 02/12/2025 2:00PM Room 217 Conference Room."
1957348,2025-02-12,Senate,5,"Subcommittee recommends passage."
1957348,2025-02-12,Senate,6,"Committee report approving bill, renumbered as []."
1957416,2025-02-05,Senate,1,"Introduced, referred to Education. S.J. 201."
1957416,2025-02-11,Senate,2,"Subcommittee: Rozenboom, Kraayenbrink, and Trone Garriott."
1957496,2025-02-05,Senate,1,"Introduced, referred to Ways and Means. S.J. 202."
1957496,2025-02-11,Senate,2,"Subcommittee: Klimesh, Bisignano, and Dawson. S.J. 243."
1957496,2025-03-24,Senate,3,"Subcommittee Meeting: 03/25/2025 11:00AM Room 315."
1957496,2025-03-25,Senate,4,"Subcommittee recommends amendment and passage."
1957496,2025-04-09,Senate,5,"Fiscal note."
1957496,2025-04-21,Senate,6,"Committee report approving bill, renumbered as SF 633. S.J. 844."
1957765,2025-02-05,Senate,1,"Introduced, referred to Education. S.J. 202."
1957765,2025-02-11,Senate,2,"Subcommittee: Salmon, Campbell, and Zimmer."
1957765,2025-02-17,Senate,3,"Subcommittee Meeting: 02/20/2025 10:00AM Room 315."
1957765,2025-02-20,Senate,4,"Subcommittee recommends amendment and passage."
1957765,2025-03-05,Senate,5,"Committee report approving bill, renumbered as SF 517. S.J. 423."
1958040,2025-02-05,Senate,1,"Introduced, referred to Judiciary. S.J. 202."
1958040,2025-02-06,Senate,2,"Subcommittee: Taylor, Blake, and Green. S.J. 210."
1958040,2025-02-11,Senate,3,"Subcommittee Meeting: 02/11/2025 4:00PM Room 315."
1958040,2025-02-12,Senate,4,"Subcommittee recommends passage."
1958040,2025-02-26,Senate,5,"Committee report, recommending passage. S.J. 370."
1958040,2025-02-26,Senate,6,"Placed on calendar."
1958040,2025-03-17,Senate,7,"Amendment S-3024 filed. S.J. 552."
1958040,2025-03-27,Senate,8,"Attached to HF 571. S.J. 657."
1958040,2025-04-03,Senate,9,"Placed on calendar under unfinished business. S.J. 688."
1958040,2025-06-16,Senate,10,"Referred to Judiciary. S.J. 1057."
1958641,2025-02-06,House,1,"Introduced, referred to Judiciary. H.J. 253."
1958641,2025-02-11,House,2,"Subcommittee: Lawler, Gustoff and Wilburn. H.J. 290."
1958641,2025-02-17,House,3,"Subcommittee reassigned: Lawler, Nordman and Wilburn. H.J. 340."
1958641,2025-02-17,House,4,"Subcommittee Meeting: 02/25/2025 12:30PM RM 102."
1958641,2025-02-25,House,5,"Tabled until future meeting."
1958649,2025-02-06,House,1,"Introduced, referred to State Government. H.J. 252."
1958649,2025-02-10,House,2,"Subcommittee: Lundgren, Jones and Zabner. H.J. 280."
1958649,2025-02-11,House,3,"Subcommittee Meeting: 02/18/2025 8:00AM House Lounge."
1958649,2025-02-18,House,4,"Subcommittee recommends passage."
1958649,2025-02-26,House,5,"Committee report, recommending passage. H.J. 445."
1958649,2025-02-26,House,6,"Committee vote: Yeas, 13. Nays, 10. H.J. 445."
1958649,2025-02-28,House,7,"Committee report approving bill, renumbered as HJR 11."
1958656,2025-02-06,House,1,"Introduced, referred to Judiciary. H.J. 258."
1958664,2025-02-06,House,1,"Introduced, referred to Ways and Means. H.J. 259."
