chamber,name,district,party,county,email,ga_num,start_date,end_date,link,person_id
House,Linda L. Upmeyer,54,Republican,Cerro Gordo,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=180,180
House,Darrel Branhagen,55,Republican,Winneshiek,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14804,14804
House,Patti Ruff,56,Democrat,Clayton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10746,10746
House,Nancy Dunkel,57,Democrat,Dubuque,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10737,10737
House,Brian Moore,58,Republican,Jackson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9396,9396
House,Bob Kressig,59,Democrat,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=781,781
House,Walt Rogers,60,Republican,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9394,9394
House,Timi Brown-Powers,61,Democrat,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14805,14805
House,Deborah L. Berry,62,Democrat,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=298,298
House,Sandy Salmon,63,Republican,Black Hawk,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10754,10754
House,Bruce Bearinger,64,Democrat,Fayette,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10738,10738
House,Liz Bennett,65,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14806,14806
House,Art Staed,66,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10743,10743
House,Kraig Paulsen,67,Republican,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=199,199
House,Ken Rizer,68,Republican,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14807,14807
House,Kirsten Running-Marquardt,69,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9198,9198
House,Todd E. Taylor,70,Democrat,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=54,54
House,Mark D. Smith,71,Democrat,Marshall,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=64,64
House,Dean Fisher,72,Republican,Tama,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10755,10755
House,Bobby Kaufmann,73,Republican,Cedar,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10756,10756
House,Dave Jacoby,74,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=320,320
House,Dawn E. Pettengill,75,Republican,Benton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=773,773
House,Dave Maxwell,76,Republican,Poweshiek,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10757,10757
House,Sally Stutsman,77,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10745,10745
House,Jarad J. Klein,78,Republican,Washington,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9408,9408
House,Guy Vander Linden,79,Republican,Mahaska,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9411,9411
House,Larry Sheets,80,Republican,Appanoose,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10758,10758
House,Mary Gaskill,81,Democrat,Wapello,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=255,255
House,Curt Hanson,82,Democrat,Jefferson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9018,9018
House,Jerry A. Kearns,83,Democrat,Lee,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6579,6579
House,David E. Heaton,84,Republican,Henry,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=97,97
House,Vicki S. Lensing,85,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=45,45
House,Mary Mascher,86,Democrat,Johnson,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=46,46
House,Dennis M. Cohoon,87,Democrat,Des Moines,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=100,100
House,Thomas R. Sands,88,Republican,Louisa,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=249,249
House,Jim Lykam,89,Democrat,Scott,NA,86,2015-01-12,2017-01-02,/legislators/legislator?ga=86&personID=246,246
House,Cindy Winckler,90,Democrat,Scott,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=44,44
House,Gary Carlson,91,Republican,Muscatine,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14808,14808
House,Ross Paustian,92,Republican,Scott,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9407,9407
House,Phyllis Thede,93,Democrat,Scott,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6577,6577
House,Linda J. Miller,94,Republican,Scott,NA,86,2015-01-12,2016-12-16,/legislators/legislator?ga=86&personID=6286,6286
House,Quentin Stanerson,95,Republican,Linn,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=10759,10759
House,Lee Hein,96,Republican,Jones,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9398,9398
House,Norlin Mommsen,97,Republican,Clinton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14810,14810
House,Mary Lynn Wolfe,98,Democrat,Clinton,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=9397,9397
House,Abby Finkenauer,99,Democrat,Dubuque,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=14811,14811
House,Charles Isenhart,100,Democrat,Dubuque,NA,86,2015-01-12,2017-01-08,/legislators/legislator?ga=86&personID=6575,6575
House,Jeff Smith,1,Republican,Dickinson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9389,9389
House,Megan Jones,2,Republican,Clay,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10747,10747
House,Daniel A. Huseman,3,Republican,Cherokee,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10,10
House,Dwayne Alons,4,Republican,Sioux,NA,85,2013-01-14,2014-11-29,/legislators/legislator?ga=85&personID=6,6
House,Chuck Soderberg,5,Republican,Plymouth,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=779,779
House,Ron Jorgensen,6,Republican,Woodbury,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9403,9403
House,Tedd Gassman,7,Republican,Winnebago,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10748,10748
House,Henry V. Rayhons,8,Republican,Hancock,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=17,17
House,Helen Miller,9,Democrat,Webster,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=219,219
House,Tom Shaw,10,Republican,Pocahontas,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9391,9391
House,Gary Worthan,11,Republican,Buena Vista,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6324,6324
House,Daniel Muhlbauer,12,Democrat,Crawford,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9402,9402
House,Chris Hall,13,Democrat,Woodbury,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9388,9388
House,Dave Dawson,14,Democrat,Woodbury,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10740,10740
House,Mark Brandenburg,15,Republican,Pottawattamie,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9410,9410
House,Mary Ann Hanusa,16,Republican,Pottawattamie,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9412,9412
House,Matt W. Windschitl,17,Republican,Harrison,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6282,6282
House,Jason Schultz,18,Republican,Crawford,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6588,6588
House,Ralph C. Watts,19,Republican,Dallas,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=216,216
House,Clel Baudler,20,Republican,Adair,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=78,78
House,Jack Drake,21,Republican,Cass,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=81,81
House,Greg Forristall,22,Republican,Pottawattamie,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6288,6288
House,Mark Costello,23,Republican,Mills,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10749,10749
House,Cecil Dolecheck,24,Republican,Ringgold,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=88,88
House,Stan Gustafson,25,Republican,Madison,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=12712,12712
House,Scott Ourth,26,Democrat,Warren,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10742,10742
House,Joel Fry,27,Republican,Clarke,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9409,9409
House,Greg Heartsill,28,Republican,Marion,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10750,10750
House,Daniel Kelley,29,Democrat,Jasper,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9399,9399
House,Joe Riding,30,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10744,10744
House,Rick Olson,31,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=776,776
House,Ruth Ann Gaines,32,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9413,9413
House,Kevin M. McCarthy,33,Democrat,Polk,NA,85,2013-01-14,2013-08-11,/legislators/legislator?ga=85&personID=300,300
House,Brian Meyer,33,Democrat,Polk,NA,85,2013-08-12,2015-01-11,/legislators/legislator?ga=85&personID=6377,6377
House,Bruce L. Hunter,34,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=317,317
House,Ako Abdul-Samad,35,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6284,6284
House,Marti Anderson,36,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10736,10736
House,John Landon,37,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10751,10751
House,Kevin Koester,38,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6582,6582
House,Jake Highfill,39,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10752,10752
House,John Forbes,40,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10739,10739
House,Jo Oldson,41,Democrat,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=228,228
House,Peter Cownie,42,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6583,6583
House,Chris Hagenow,43,Republican,Polk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6584,6584
House,Rob Taylor,44,Republican,Dallas,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10753,10753
House,Beth Wessel-Kroeschell,45,Democrat,Story,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=774,774
House,Lisa Heddens,46,Democrat,Story,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=213,213
House,Chip Baltimore,47,Republican,Boone,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9401,9401
House,Rob Bacon,48,Republican,Story,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9384,9384
House,Dave Deyoe,49,Republican,Story,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6289,6289
House,Pat Grassley,50,Republican,Butler,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6277,6277
House,Josh Byrnes,51,Republican,Mitchell,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9392,9392
House,Todd Prichard,52,Democrat,Floyd,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=12235,12235
House,Sharon S. Steckman,53,Democrat,Cerro Gordo,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6580,6580
House,Linda L. Upmeyer,54,Republican,Cerro Gordo,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=180,180
House,Roger Thomas,55,Democrat,Clayton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=192,192
House,Patti Ruff,56,Democrat,Clayton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10746,10746
House,Nancy Dunkel,57,Democrat,Dubuque,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10737,10737
House,Brian Moore,58,Republican,Jackson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9396,9396
House,Bob Kressig,59,Democrat,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=781,781
House,Walt Rogers,60,Republican,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9394,9394
House,Anesa Kajtazovic,61,Democrat,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9395,9395
House,Deborah L. Berry,62,Democrat,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=298,298
House,Sandy Salmon,63,Republican,Black Hawk,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10754,10754
House,Bruce Bearinger,64,Democrat,Fayette,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10738,10738
House,Tyler Olson,65,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6281,6281
House,Art Staed,66,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10743,10743
House,Kraig Paulsen,67,Republican,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=199,199
House,Daniel Lundby,68,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10741,10741
House,Kirsten Running-Marquardt,69,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9198,9198
House,Todd E. Taylor,70,Democrat,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=54,54
House,Mark D. Smith,71,Democrat,Marshall,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=64,64
House,Dean Fisher,72,Republican,Tama,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10755,10755
House,Bobby Kaufmann,73,Republican,Cedar,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10756,10756
House,Dave Jacoby,74,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=320,320
House,Dawn E. Pettengill,75,Republican,Benton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=773,773
House,Dave Maxwell,76,Republican,Poweshiek,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10757,10757
House,Sally Stutsman,77,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10745,10745
House,Jarad J. Klein,78,Republican,Washington,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9408,9408
House,Guy Vander Linden,79,Republican,Mahaska,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9411,9411
House,Larry Sheets,80,Republican,Appanoose,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10758,10758
House,Mary Gaskill,81,Democrat,Wapello,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=255,255
House,Curt Hanson,82,Democrat,Jefferson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9018,9018
House,Jerry A. Kearns,83,Democrat,Lee,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6579,6579
House,David E. Heaton,84,Republican,Henry,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=97,97
House,Vicki S. Lensing,85,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=45,45
House,Mary Mascher,86,Democrat,Johnson,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=46,46
House,Dennis M. Cohoon,87,Democrat,Des Moines,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=100,100
House,Thomas R. Sands,88,Republican,Louisa,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=249,249
House,Jim Lykam,89,Democrat,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=246,246
House,Cindy Winckler,90,Democrat,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=44,44
House,Mark S. Lofgren,91,Republican,Muscatine,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9406,9406
House,Frank Wood,92,Democrat,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=791,791
House,Phyllis Thede,93,Democrat,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6577,6577
House,Linda J. Miller,94,Republican,Scott,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6286,6286
House,Quentin Stanerson,95,Republican,Linn,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=10759,10759
House,Lee Hein,96,Republican,Jones,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9398,9398
House,Steven N. Olson,97,Republican,Clinton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=243,243
House,Mary Lynn Wolfe,98,Democrat,Clinton,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=9397,9397
House,Patrick Murphy,99,Democrat,Dubuque,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=36,36
House,Charles Isenhart,100,Democrat,Dubuque,NA,85,2013-01-14,2015-01-11,/legislators/legislator?ga=85&personID=6575,6575
House,Jeremy J. Taylor,1,Republican,Woodbury,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9387,9387
House,Chris Hall,2,Democrat,Woodbury,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9388,9388
House,Chuck Soderberg,3,Republican,Plymouth,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=779,779
House,Dwayne Alons,4,Republican,Sioux,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6,6
House,Royd E. Chambers,5,Republican,O’Brien,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=297,297
House,Jeff Smith,6,Republican,Dickinson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9389,9389
House,John Wittneben,7,Democrat,Emmet,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9390,9390
House,Tom Shaw,8,Republican,Pocahontas,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9391,9391
House,"Stewart E. Iverson, Jr.",9,Republican,Wright,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=109,109
House,Dave Deyoe,10,Republican,Story,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6289,6289
House,Henry V. Rayhons,11,Republican,Hancock,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=17,17
House,Linda L. Upmeyer,12,Republican,Hancock,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=180,180
House,Sharon S. Steckman,13,Democrat,Cerro Gordo,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6580,6580
House,Joshua Byrnes,14,Republican,Mitchell,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9392,9392
House,Brian J. Quirk,15,Democrat,Chickasaw,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=31,31
House,Robert A. Hager,16,Republican,Allamakee,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9393,9393
House,Pat Grassley,17,Republican,Butler,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6277,6277
House,Andrew J. Wenthe,18,Democrat,Fayette,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6278,6278
House,Bob M. Kressig,19,Democrat,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=781,781
House,Walt Rogers,20,Republican,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9394,9394
House,Anesa Kajtazovic,21,Democrat,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9395,9395
House,Deborah L. Berry,22,Democrat,Black Hawk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=298,298
House,Dan Judd Rasmussen,23,Republican,Buchanan,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=299,299
House,Roger Thomas,24,Democrat,Clayton,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=192,192
House,Brian Moore,25,Republican,Jackson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9396,9396
House,Mary Lynn Wolfe,26,Democrat,Clinton,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9397,9397
House,Charles Isenhart,27,Democrat,Dubuque,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6575,6575
House,Patrick Murphy,28,Democrat,Dubuque,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=36,36
House,Nathan Willems,29,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6576,6576
House,Dave Jacoby,30,Democrat,Johnson,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=320,320
House,Lee Hein,31,Republican,Jones,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9398,9398
House,Steven F. Lukan,32,Republican,Dubuque,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=195,195
House,Kirsten Running-Marquardt,33,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9198,9198
House,Todd E. Taylor,34,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=54,54
House,Kraig Paulsen,35,Republican,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=199,199
House,Nick Wagner,36,Republican,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6587,6587
House,Renee Schulte,37,Republican,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6586,6586
House,Tyler Olson,38,Democrat,Linn,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6281,6281
House,Dawn E. Pettengill,39,Republican,Benton,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=773,773
House,Lance J. Horbach,40,Republican,Tama,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=60,60
House,Daniel Kelley,41,Democrat,Jasper,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9399,9399
House,Kim L. Pearson,42,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9400,9400
House,Mark D. Smith,43,Democrat,Marshall,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=64,64
House,Annette Sweeney,44,Republican,Hardin,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6585,6585
House,Beth Wessel-Kroeschell,45,Democrat,Story,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=774,774
House,Lisa Heddens,46,Democrat,Story,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=213,213
House,Ralph C. Watts,47,Republican,Dallas,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=216,216
House,Chip Baltimore,48,Republican,Boone,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9401,9401
House,Helen Miller,49,Democrat,Webster,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=219,219
House,David A. Tjepkes,50,Republican,Webster,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=222,222
House,Daniel Muhlbauer,51,Democrat,Crawford,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9402,9402
House,Gary Worthan,52,Republican,Buena Vista,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6324,6324
House,Daniel A. Huseman,53,Republican,Cherokee,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=10,10
House,Ron Jorgensen,54,Republican,Woodbury,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9403,9403
House,Jason Schultz,55,Republican,Crawford,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6588,6588
House,Matt W. Windschitl,56,Republican,Harrison,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6282,6282
House,Jack Drake,57,Republican,Cass,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=81,81
House,Clel Baudler,58,Republican,Adair,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=78,78
House,Chris Hagenow,59,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6584,6584
House,Peter Cownie,60,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6583,6583
House,Jo Oldson,61,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=228,228
House,Bruce L. Hunter,62,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=317,317
House,J. Scott Raecker,63,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=76,76
House,Janet A. Petersen,64,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=72,72
House,Ruth Ann Gaines,65,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=9413,9413
House,Ako Abdul-Samad,66,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6284,6284
House,Kevin M. McCarthy,67,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=300,300
House,Rick Olson,68,Democrat,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=776,776
House,Erik Helland,69,Republican,Polk,NA,84,2011-01-10,2013-01-13,/legislators/legislator?ga=84&personID=6589,6589
